pop,cont_orig,cont_dest,site,treatment,block,plant_ID,sex,longevity,basal_lvs,stem_lvs,total_lvs,status,rep_spd,flwr_num,frt_num,frt_hadena,reproduced,smut,num_smutted_fl,leaf_herb,gen_ENMY,spec_ENMY,sire,dam,sibship,sire.pop,dam.pop,Structure_region
RDGP,NorthAmerica,Europe,CH,CN,CH09,1649,V,2,4.0,10.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,78,39,3.0,3.0,3.0
CCMI,NorthAmerica,NorthAmerica,VA,FI,VA10,1650,F,7,30.0,81.0,111.0,19.0,7.0,1.0,5.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,11,12,6,4.0,4.0,4.0
RRW,NorthAmerica,NorthAmerica,CA,CN,CA02,1651,F,7,56.0,167.0,223.0,18.0,7.0,4.0,10.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,87,88,44,5.0,5.0,5.0
SG,Europe,NorthAmerica,VA,CN,VA01,1653,F,7,26.0,35.0,61.0,14.0,28.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,101,102,51,1.0,1.0,1.0
WHS,NorthAmerica,Europe,CH,CN,CH04,1654,V,2,3.0,19.0,22.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115,116,58,4.0,4.0,4.0
ROS,Europe,Europe,CH,FI,CH10,1655,V,4,13.0,22.0,35.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,86,43,1.0,1.0,1.0
CHELD2,NorthAmerica,Europe,UK,FI,UK08,1656,M,7,90.0,153.0,243.0,13.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,19,20,10,3.0,3.0,3.0
SRVR2,NorthAmerica,Europe,CH,CN,CH09,1658,M,4,20.0,33.0,53.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,105,106,53,1.0,1.0,1.0
JHN,NorthAmerica,Europe,CH,FI,CH04,1660,V,2,27.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,44,22,4.0,4.0,4.0
BZE,Europe,NorthAmerica,CA,CN,CA01,1661,F,7,53.0,36.0,89.0,14.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9,10,5,2.0,2.0,2.0
ROD,Europe,NorthAmerica,VA,FI,VA11,1662,V,4,25.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,84,42,1.0,1.0,1.0
WEB,NorthAmerica,NorthAmerica,CA,CN,CA05,1663,F,7,80.0,91.0,171.0,17.0,7.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,113,114,57,4.0,4.0,4.0
GODA,Europe,Europe,UK,CN,UK05,1664,V,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39,40,20,1.0,1.0,1.0
DK5,Europe,Europe,CH,CN,CH09,1665,V,2,47.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,30,15,2.0,2.0,2.0
PRT,Europe,NorthAmerica,CA,FI,CA06,1666,V,7,27.0,24.0,51.0,10.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,75,76,38,1.0,1.0,1.0
SASA,NorthAmerica,Europe,UK,FI,UK01,1668,V,7,49.0,43.0,92.0,10.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,95,96,48,5.0,5.0,5.0
GODA,Europe,NorthAmerica,CA,CN,CA10,1669,F,5,40.0,41.0,81.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,39,40,20,1.0,1.0,1.0
ROD,Europe,Europe,UK,CN,UK01,1670,V,5,45.0,12.0,57.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,84,42,1.0,1.0,1.0
MSP,NorthAmerica,NorthAmerica,CA,FI,CA07,1672,F,7,108.0,15.0,123.0,11.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,60,30,3.0,3.0,3.0
WEB,NorthAmerica,NorthAmerica,VA,CN,VA05,1673,M,6,9.0,44.0,53.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,114,57,4.0,4.0,4.0
ZAG,Europe,Europe,UK,FI,UK04,1674,V,6,53.0,207.0,260.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,117,118,59,2.0,2.0,2.0
SASA,NorthAmerica,Europe,CH,CN,CH01,1675,M,2,18.0,16.0,34.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95,96,48,5.0,5.0,5.0
MSP,NorthAmerica,NorthAmerica,CA,CN,CA07,1676,F,7,90.0,51.0,141.0,16.0,28.0,0.0,8.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,59,60,30,3.0,3.0,3.0
23S,NorthAmerica,Europe,CH,CN,CH06,1677,F,7,47.0,255.0,302.0,18.0,21.0,9.0,84.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,1,2,1,3.0,3.0,3.0
KIS,Europe,NorthAmerica,VA,FI,VA10,1678,F,7,8.0,43.0,51.0,14.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,49,50,25,2.0,2.0,2.0
ORNOL,NorthAmerica,Europe,CH,CN,CH11,1681,F,6,17.0,59.0,76.0,13.0,18.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,63,64,32,3.0,3.0,3.0
RNY,NorthAmerica,NorthAmerica,VA,FI,VA11,1682,M,7,112.0,82.0,194.0,14.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,81,82,41,4.0,4.0,4.0
NAS,NorthAmerica,Europe,UK,CN,UK05,1683,V,1,0.0,18.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,61,62,31,3.0,3.0,3.0
KBS,NorthAmerica,NorthAmerica,VA,FI,VA05,1684,F,7,99.0,154.0,253.0,16.0,7.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,47,48,24,4.0,4.0,4.0
ROD,Europe,NorthAmerica,CA,FI,CA09,1685,V,7,93.0,30.0,123.0,9.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,83,84,42,1.0,1.0,1.0
AOFT,NorthAmerica,Europe,UK,CN,UK07,1686,F,7,0.0,132.0,132.0,19.0,14.0,0.0,5.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,3,4,2,3.0,3.0,3.0
SVL1,Europe,Europe,CH,FI,CH02,1687,F,5,10.0,36.0,46.0,15.0,5.0,0.0,6.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,107,108,54,2.0,2.0,2.0
SASB,NorthAmerica,Europe,CH,CN,CH09,1688,V,1,0.0,12.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97,98,49,5.0,5.0,5.0
PLZ,Europe,Europe,UK,CN,UK07,1689,V,2,3.0,8.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,71,72,36,2.0,2.0,2.0
23S,NorthAmerica,Europe,UK,FI,UK06,1690,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,3.0,3.0,3.0
CCMI,NorthAmerica,Europe,CH,FI,CH10,1691,F,2,8.0,44.0,52.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,12,6,4.0,4.0,4.0
KIS,Europe,NorthAmerica,VA,CN,VA07,1692,F,5,13.0,49.0,62.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,50,25,2.0,2.0,2.0
OSE1,Europe,NorthAmerica,VA,CN,VA02,1693,V,4,40.0,6.0,46.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,66,33,1.0,1.0,1.0
DK5,Europe,Europe,CH,FI,CH04,1694,V,2,37.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,29,30,15,2.0,2.0,2.0
MLBS,NorthAmerica,Europe,UK,FI,UK06,1695,M,7,86.0,149.0,235.0,13.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,55,56,28,3.0,3.0,3.0
CHELL,NorthAmerica,Europe,CH,FI,CH12,1696,V,2,32.0,8.0,40.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21,22,11,3.0,3.0,3.0
CHELL,NorthAmerica,Europe,CH,CN,CH12,1698,F,5,23.0,78.0,101.0,13.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,21,22,11,3.0,3.0,3.0
CHELD1,NorthAmerica,NorthAmerica,VA,FI,VA10,1699,F,7,13.0,247.0,260.0,20.0,7.0,3.0,13.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,17,18,9,3.0,3.0,3.0
DCK,NorthAmerica,NorthAmerica,CA,FI,CA03,1700,F,7,84.0,70.0,154.0,16.0,7.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,28,14,4.0,4.0,4.0
GAP,Europe,NorthAmerica,CA,FI,CA02,1701,F,6,54.0,45.0,99.0,10.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,37,38,19,1.0,1.0,1.0
RNY,NorthAmerica,Europe,UK,CN,UK11,1704,V,2,21.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,81,82,41,4.0,4.0,4.0
NAS,NorthAmerica,NorthAmerica,VA,FI,VA06,1708,F,7,82.0,149.0,231.0,15.0,28.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,61,62,31,3.0,3.0,3.0
FMN,NorthAmerica,Europe,UK,CN,UK03,1709,M,3,24.0,17.0,41.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35,36,18,4.0,4.0,4.0
RDGP,NorthAmerica,NorthAmerica,VA,CN,VA09,1710,M,7,36.0,71.0,107.0,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,78,39,3.0,3.0,3.0
RRW,NorthAmerica,Europe,UK,CN,UK02,1711,F,7,30.0,286.0,316.0,16.0,21.0,1.0,8.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,87,88,44,5.0,5.0,5.0
WHS,NorthAmerica,NorthAmerica,CA,FI,CA04,1712,M,7,58.0,18.0,76.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,116,58,4.0,4.0,4.0
NAS,NorthAmerica,NorthAmerica,CA,CN,CA06,1713,F,6,81.0,43.0,124.0,12.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,61,62,31,3.0,3.0,3.0
BZE,Europe,Europe,UK,FI,UK04,1714,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,5,2.0,2.0,2.0
CHELL,NorthAmerica,NorthAmerica,VA,FI,VA12,1715,F,7,18.0,55.0,73.0,15.0,7.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,21,22,11,3.0,3.0,3.0
SASA,NorthAmerica,NorthAmerica,VA,FI,VA01,1718,F,7,36.0,25.0,61.0,15.0,28.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,95,96,48,5.0,5.0,5.0
JHN,NorthAmerica,NorthAmerica,VA,FI,VA04,1719,F,7,26.0,96.0,122.0,20.0,7.0,1.0,8.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,43,44,22,4.0,4.0,4.0
ZAG,Europe,Europe,CH,FI,CH06,1720,M,6,18.0,266.0,284.0,14.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,117,118,59,2.0,2.0,2.0
EGR,Europe,Europe,CH,CN,CH01,1721,M,3,9.0,20.0,29.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,33,34,17,2.0,2.0,2.0
SG,Europe,Europe,CH,CN,CH12,1722,M,7,45.0,216.0,261.0,14.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,101,102,51,1.0,1.0,1.0
CQQ,NorthAmerica,Europe,CH,CN,CH08,1723,F,2,11.0,20.0,31.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,24,12,3.0,3.0,3.0
VES,Europe,NorthAmerica,VA,FI,VA04,1724,F,7,51.0,247.0,298.0,14.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,111,112,56,,,
OSE1,Europe,NorthAmerica,CA,CN,CA09,1725,F,7,86.0,28.0,114.0,10.0,28.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,65,66,33,1.0,1.0,1.0
SRVR2,NorthAmerica,Europe,UK,CN,UK09,1726,V,2,34.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105,106,53,1.0,1.0,1.0
AOFT,NorthAmerica,Europe,CH,CN,CH07,1728,M,6,24.0,195.0,219.0,15.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3,4,2,3.0,3.0,3.0
SRVR2,NorthAmerica,Europe,CH,FI,CH09,1729,F,2,0.0,44.0,44.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,105,106,53,1.0,1.0,1.0
CRE2,Europe,Europe,CH,FI,CH02,1730,F,5,16.0,70.0,86.0,13.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25,26,13,1.0,1.0,1.0
CHELD1,NorthAmerica,Europe,CH,FI,CH10,1732,F,6,21.0,48.0,69.0,14.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17,18,9,3.0,3.0,3.0
ORNOL,NorthAmerica,Europe,CH,FI,CH11,1734,V,4,16.0,14.0,30.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,63,64,32,3.0,3.0,3.0
GAP,Europe,NorthAmerica,CA,CN,CA05,1735,F,6,95.0,2.0,97.0,9.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,38,19,1.0,1.0,1.0
OSE1,Europe,Europe,UK,CN,UK06,1736,V,1,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,66,33,1.0,1.0,1.0
RNKE,NorthAmerica,Europe,UK,CN,UK08,1737,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,80,40,3.0,3.0,3.0
23S,NorthAmerica,NorthAmerica,VA,FI,VA06,1738,F,7,40.0,107.0,147.0,16.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,1,2,1,3.0,3.0,3.0
MAI,Europe,Europe,CH,FI,CH05,1739,M,5,29.0,76.0,105.0,9.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,53,54,27,1.0,1.0,1.0
BER,Europe,NorthAmerica,VA,FI,VA01,1741,F,7,34.0,14.0,48.0,11.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7,8,4,1.0,1.0,1.0
KIS,Europe,NorthAmerica,CA,CN,CA04,1742,M,7,43.0,25.0,68.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,50,25,2.0,2.0,2.0
WEB,NorthAmerica,NorthAmerica,VA,FI,VA05,1744,M,7,35.0,213.0,248.0,17.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,113,114,57,4.0,4.0,4.0
RRW,NorthAmerica,NorthAmerica,VA,FI,VA02,1745,M,6,86.0,19.0,105.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,87,88,44,5.0,5.0,5.0
GAP,Europe,NorthAmerica,CA,CN,CA07,1747,F,7,91.0,38.0,129.0,14.0,21.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37,38,19,1.0,1.0,1.0
RNKE,NorthAmerica,NorthAmerica,CA,CN,CA08,1748,V,7,54.0,38.0,92.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,79,80,40,3.0,3.0,3.0
CQQ,NorthAmerica,NorthAmerica,VA,CN,VA07,1749,M,7,33.0,25.0,58.0,12.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,23,24,12,3.0,3.0,3.0
RVVW,NorthAmerica,NorthAmerica,VA,CN,VA02,1750,F,7,12.0,55.0,67.0,16.0,7.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,91,92,46,5.0,5.0,5.0
23S,NorthAmerica,Europe,CH,CN,CH06,1753,F,5,32.0,70.0,102.0,12.0,15.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,3.0,3.0,3.0
WHS,NorthAmerica,Europe,CH,FI,CH04,1754,V,2,14.0,6.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115,116,58,4.0,4.0,4.0
SCR,NorthAmerica,Europe,CH,CN,CH01,1757,V,2,20.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,99,100,50,3.0,3.0,3.0
RUZ,Europe,NorthAmerica,CA,CN,CA02,1758,M,7,91.0,27.0,118.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,90,45,1.0,1.0,1.0
RNKE,NorthAmerica,Europe,UK,FI,UK08,1759,F,7,42.0,250.0,292.0,12.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,79,80,40,3.0,3.0,3.0
KBS,NorthAmerica,Europe,UK,FI,UK05,1760,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,48,24,4.0,4.0,4.0
ORNOL,NorthAmerica,Europe,CH,FI,CH11,1761,F,6,26.0,61.0,87.0,13.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,63,64,32,3.0,3.0,3.0
OSE1,Europe,Europe,CH,CN,CH03,1762,V,3,19.0,0.0,19.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,65,66,33,1.0,1.0,1.0
PRG,Europe,Europe,CH,FI,CH03,1763,V,2,22.0,8.0,30.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,74,37,2.0,2.0,2.0
DCK,NorthAmerica,NorthAmerica,VA,FI,VA03,1765,M,7,26.0,68.0,94.0,15.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,27,28,14,4.0,4.0,4.0
WHS,NorthAmerica,NorthAmerica,VA,CN,VA04,1766,F,7,59.0,202.0,261.0,17.0,28.0,1.0,14.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,115,116,58,4.0,4.0,4.0
SASA,NorthAmerica,Europe,UK,FI,UK01,1767,V,3,49.0,0.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,95,96,48,5.0,5.0,5.0
ROS,Europe,NorthAmerica,CA,FI,CA10,1768,V,7,70.0,47.0,117.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,85,86,43,1.0,1.0,1.0
CHELL,NorthAmerica,Europe,UK,CN,UK12,1769,V,2,26.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22,11,3.0,3.0,3.0
ORNOL,NorthAmerica,Europe,UK,FI,UK11,1770,V,1,11.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,64,32,3.0,3.0,3.0
EGR,Europe,NorthAmerica,CA,FI,CA09,1771,V,7,20.0,37.0,57.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,33,34,17,2.0,2.0,2.0
CHELD1,NorthAmerica,Europe,UK,FI,UK10,1774,F,2,22.0,8.0,30.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17,18,9,3.0,3.0,3.0
PLZ,Europe,Europe,UK,CN,UK05,1775,V,2,19.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71,72,36,2.0,2.0,2.0
CRE2,Europe,Europe,UK,FI,UK12,1776,M,7,32.0,180.0,212.0,15.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,25,26,13,1.0,1.0,1.0
AOFT,NorthAmerica,Europe,UK,CN,UK07,1777,V,7,45.0,177.0,222.0,14.0,14.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,3,4,2,3.0,3.0,3.0
PRT,Europe,NorthAmerica,CA,FI,CA06,1778,V,7,58.0,13.0,71.0,9.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,75,76,38,1.0,1.0,1.0
SRVR2,NorthAmerica,NorthAmerica,CA,FI,CA10,1780,F,7,47.0,28.0,75.0,13.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,105,106,53,1.0,1.0,1.0
PDRV,NorthAmerica,Europe,UK,FI,UK02,1782,F,5,24.0,18.0,42.0,9.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,67,68,34,5.0,5.0,5.0
RUZ,Europe,NorthAmerica,VA,CN,VA10,1784,M,7,5.0,48.0,53.0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,89,90,45,1.0,1.0,1.0
ROD,Europe,Europe,CH,CN,CH02,1785,V,6,22.0,5.0,27.0,8.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,83,84,42,1.0,1.0,1.0
BER,Europe,Europe,CH,FI,CH06,1786,F,4,37.0,2.0,39.0,8.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7,8,4,1.0,1.0,1.0
PRG,Europe,NorthAmerica,VA,CN,VA12,1789,V,7,42.0,23.0,65.0,10.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,73,74,37,2.0,2.0,2.0
PLZ,Europe,NorthAmerica,VA,FI,VA07,1790,M,7,66.0,62.0,128.0,11.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,71,72,36,2.0,2.0,2.0
BDA,Europe,NorthAmerica,CA,CN,CA12,1793,V,7,35.0,71.0,106.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,6,3,2.0,2.0,2.0
WEB,NorthAmerica,Europe,UK,CN,UK05,1796,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,114,57,4.0,4.0,4.0
PDRV,NorthAmerica,NorthAmerica,VA,CN,VA02,1797,M,7,63.0,16.0,79.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,67,68,34,5.0,5.0,5.0
RVVW,NorthAmerica,NorthAmerica,VA,FI,VA02,1798,V,5,23.0,6.0,29.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,91,92,46,5.0,5.0,5.0
RDGP,NorthAmerica,Europe,UK,CN,UK09,1799,F,6,5.0,48.0,53.0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,77,78,39,3.0,3.0,3.0
ORNOL,NorthAmerica,Europe,CH,FI,CH11,1800,V,2,10.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,63,64,32,3.0,3.0,3.0
ROS,Europe,Europe,UK,FI,UK09,1802,M,7,8.0,271.0,279.0,16.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,85,86,43,1.0,1.0,1.0
KBS,NorthAmerica,NorthAmerica,VA,FI,VA05,1804,F,7,74.0,49.0,123.0,17.0,28.0,2.0,4.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,47,48,24,4.0,4.0,4.0
SVL1,Europe,Europe,UK,FI,UK06,1805,V,2,7.0,16.0,23.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,107,108,54,2.0,2.0,2.0
JHN,NorthAmerica,NorthAmerica,VA,CN,VA03,1806,F,7,38.0,99.0,137.0,20.0,7.0,3.0,14.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,43,44,22,4.0,4.0,4.0
RNKE,NorthAmerica,NorthAmerica,VA,CN,VA08,1807,F,7,33.0,358.0,391.0,15.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,79,80,40,3.0,3.0,3.0
BDA,Europe,NorthAmerica,VA,FI,VA07,1808,V,7,48.0,29.0,77.0,11.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,5,6,3,2.0,2.0,2.0
JNS,NorthAmerica,Europe,CH,CN,CH04,1809,F,5,13.0,76.0,89.0,15.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,45,46,23,4.0,4.0,4.0
SASA,NorthAmerica,NorthAmerica,VA,FI,VA01,1810,F,7,14.0,36.0,50.0,15.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,95,96,48,5.0,5.0,5.0
ROS,Europe,NorthAmerica,VA,FI,VA02,1811,V,7,61.0,22.0,83.0,10.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,85,86,43,1.0,1.0,1.0
CHELD1,NorthAmerica,NorthAmerica,VA,CN,VA10,1812,F,7,43.0,162.0,205.0,20.0,7.0,3.0,8.0,0.0,2.0,0.0,0.0,11.0,3.0,0.0,17,18,9,3.0,3.0,3.0
DK5,Europe,Europe,CH,FI,CH08,1813,F,6,52.0,42.0,94.0,16.0,18.0,0.0,6.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,29,30,15,2.0,2.0,2.0
BZE,Europe,NorthAmerica,VA,FI,VA01,1815,F,7,36.0,68.0,104.0,13.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9,10,5,2.0,2.0,2.0
SCR,NorthAmerica,NorthAmerica,VA,FI,VA05,1816,F,7,46.0,89.0,135.0,19.0,7.0,3.0,7.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,99,100,50,3.0,3.0,3.0
