year,census,pop,cont_orig,cont_dest,site,treatment,block,plant_ID,sex,survival,longevity,basal_lvs,stem_lvs,total_lvs,bolt_ht,bolt_num,status,rep_spd,flwr_num,frt_num,frt_hadena,reproduced,smut,num_smutted_fl,leaf_herb,gen_ENMY,spec_ENMY
2006,2006summer,SASA,NorthAmerica,Europe,CH,CN,CH01,1939,NaN,A,3,24,NaN,24,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,BZE,Europe,Europe,CH,CN,CH01,1411,NaN,A,2,32,2,34,6,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,CN,CH01,1099,NaN,A,3,17,NaN,17,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,EGR,Europe,Europe,CH,CN,CH01,1721,M,A,3,6,10,16,52,1,FL,1,1,NaN,NaN,NaN,H,NaN,2,1,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,CN,CH01,1675,M,A,2,10,16,26,55,1,FL,1,3,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PRT,Europe,Europe,CH,CN,CH01,2284,NaN,A,2,4,3,7,5,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,LAU,Europe,Europe,CH,CN,CH01,2697,NaN,A,1,10,NaN,10,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,MAI,Europe,Europe,CH,CN,CH01,1252,M,A,5,32,NaN,32,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,CN,CH01,1022,NaN,A,2,12,NaN,12,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2006,2006summer,DK7,Europe,Europe,CH,CN,CH01,3000,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,SASA,NorthAmerica,Europe,CH,CN,CH01,532,M,A,2,0,19,19,54,1,FL,1,2,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,BZE,Europe,Europe,CH,CN,CH01,1220,NaN,A,2,19,NaN,19,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,RUZ,Europe,Europe,CH,CN,CH01,1235,NaN,A,3,17,NaN,17,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,CN,CH01,2129,M,A,4,0,NaN,0,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RRW,NorthAmerica,Europe,CH,CN,CH01,660,M,A,4,20,NaN,20,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,DK5,Europe,Europe,CH,CN,CH01,1439,F,A,7,25,NaN,25,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,ZAG,Europe,Europe,CH,CN,CH01,2353,NaN,A,2,0,18,18,39,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,CRE2,Europe,Europe,CH,CN,CH01,1989,M,A,4,0,18,18,57,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,CN,CH01,522,M,A,5,12,12,24,38,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,DK7,Europe,Europe,CH,CN,CH01,3011,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,SCR,NorthAmerica,Europe,CH,CN,CH01,953,NaN,A,2,13,NaN,13,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2006,2006summer,SG,Europe,Europe,CH,CN,CH01,1543,F,A,5,20,26,46,69,1,FL,1,1,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,CN,CH01,487,NaN,A,2,14,NaN,14,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,RRW,NorthAmerica,Europe,CH,CN,CH01,2066,F,A,5,0,16,16,68,1,FL,1,1,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,CN,CH01,1757,NaN,A,2,16,NaN,16,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2006,2006summer,DK5,Europe,Europe,CH,CN,CH01,1937,NaN,A,3,24,NaN,24,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,CN,CH01,782,NaN,A,2,11,10,21,31,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,CN,CH01,84,NaN,A,1,14,NaN,14,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2006,2006summer,SVL1,Europe,Europe,CH,FI,CH01,1454,M,A,3,0,24,24,93,1,FL,1,3,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,SAL,Europe,Europe,CH,FI,CH01,570,F,A,6,0,30,30,35,1,FR,1,NaN,4,4,Y,H,NaN,0,0,1
2006,2006summer,LAU,Europe,Europe,CH,FI,CH01,2711,NaN,A,2,11,NaN,11,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,LAU,Europe,Europe,CH,FI,CH01,2689,F,A,6,18,NaN,18,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RRW,NorthAmerica,Europe,CH,FI,CH01,682,F,A,5,18,NaN,18,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RRW,NorthAmerica,Europe,CH,FI,CH01,1558,F,A,5,0,42,42,59,1,FR,1,1,1,NaN,N,H,NaN,0,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,FI,CH01,228,NaN,A,2,5,NaN,5,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,BDA,Europe,Europe,CH,FI,CH01,1958,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,SASA,NorthAmerica,Europe,CH,FI,CH01,1864,NaN,A,2,11,8,19,19,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,FI,CH01,595,NaN,A,3,11,NaN,11,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,EGR,Europe,Europe,CH,FI,CH01,3169,M,A,2,0,10,10,74,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,2,0
2006,2006summer,DK7,Europe,Europe,CH,FI,CH01,2981,NaN,A,2,8,NaN,8,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,FI,CH01,2204,NaN,A,3,7,NaN,7,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,CEG,Europe,Europe,CH,FI,CH01,2868,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,RRW,NorthAmerica,Europe,CH,FI,CH01,1637,F,A,5,27,NaN,27,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PRG,Europe,Europe,CH,FI,CH01,237,NaN,A,2,18,NaN,18,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,1,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,FI,CH01,240,NaN,A,3,15,10,25,54,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,FI,CH01,2035,NaN,A,3,25,NaN,25,NaN,NaN,V,2,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,FI,CH01,1872,M,A,2,1,18,19,61,1,FL,1,2,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SCR,NorthAmerica,Europe,CH,FI,CH01,1860,M,A,5,0,12,12,60,1,FL,1,3,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,FI,CH01,1122,NaN,A,3,19,NaN,19,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,ZAG,Europe,Europe,CH,FI,CH01,170,NaN,A,3,20,NaN,20,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,FI,CH01,1429,NaN,A,2,19,NaN,19,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,FI,CH01,2064,M,A,3,2,16,18,58,1,FL,1,0,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,FI,CH01,830,M,A,3,0,24,24,71,1,FL,1,3,NaN,NaN,NaN,H,NaN,0,1,0
2006,2006summer,SASA,NorthAmerica,Europe,CH,FI,CH01,882,F,A,5,0,28,28,101,3,FR,1,NaN,2,NaN,N,H,NaN,0,0,0
2006,2006summer,UNILL,Europe,Europe,CH,FI,CH01,2825,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,ZAG,Europe,Europe,CH,FI,CH01,118,F,A,5,11,28,39,66,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,KIS,Europe,Europe,CH,CN,CH02,571,NaN,A,2,0,24,24,41,3,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,CN,CH02,2628,NaN,A,2,2,NaN,2,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,CN,CH02,574,NaN,A,2,0,32,32,60,1,FL,1,0,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,CN,CH02,2311,NaN,A,2,0,18,18,50,2,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,EGR,Europe,Europe,CH,CN,CH02,599,F,A,2,0,16,16,51,1,FR,1,NaN,1,NaN,N,H,NaN,1,0,0
2006,2006summer,EGR,Europe,Europe,CH,CN,CH02,737,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,RRW,NorthAmerica,Europe,CH,CN,CH02,846,F,A,2,6,34,40,80,3,FL,1,1,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,SVL1,Europe,Europe,CH,CN,CH02,1115,F,A,2,0,26,26,84,1,FR,1,NaN,3,1,Y,H,NaN,0,0,1
2006,2006summer,SVL1,Europe,Europe,CH,CN,CH02,1212,M,A,6,10,NaN,10,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,CN,CH02,37,NaN,A,2,4,12,16,37,1,B,1,NaN,NaN,NaN,NaN,H,NaN,3,2,0
2006,2006summer,BER,Europe,Europe,CH,CN,CH02,876,M,A,7,17,NaN,17,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,CN,CH02,1019,F,A,2,NaN,NaN,NaN,87,2,FR,1,1,2,NaN,N,H,NaN,0,1,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,CN,CH02,681,F,A,2,0,12,12,42,1,FL,1,0,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,CN,CH02,2531,M,A,2,0,18,18,53,2,FL,1,0,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,RRW,NorthAmerica,Europe,CH,CN,CH02,72,NaN,A,2,12,NaN,12,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,CN,CH02,2533,F,A,2,1,20,21,42,1,FL,1,1,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,CN,CH02,2325,F,A,2,0,26,26,48,1,FL,1,0,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,MAI,Europe,Europe,CH,CN,CH02,792,F,A,5,15,NaN,15,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,BDA,Europe,Europe,CH,CN,CH02,2208,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,PDRV,NorthAmerica,Europe,CH,CN,CH02,2524,F,A,3,2,12,14,55,1,FR,1,NaN,1,NaN,N,H,NaN,3,0,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,CN,CH02,2331,NaN,A,2,12,8,20,51,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,ROD,Europe,Europe,CH,CN,CH02,1785,NaN,A,6,9,NaN,9,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PRG,Europe,Europe,CH,CN,CH02,1461,NaN,A,2,4,NaN,4,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,CN,CH02,245,NaN,A,1,2,12,14,17,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,CN,CH02,418,NaN,A,1,0,4,4,10,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,SVL1,Europe,Europe,CH,CN,CH02,1542,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,EGR,Europe,Europe,CH,CN,CH02,199,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,RRW,NorthAmerica,Europe,CH,CN,CH02,1114,F,A,4,15,NaN,15,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,FI,CH02,2586,M,A,2,3,14,17,66,1,FL,1,4,NaN,NaN,NaN,H,NaN,3,1,0
2006,2006summer,CRE2,Europe,Europe,CH,FI,CH02,327,M,A,7,11,7,18,25,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,MON,Europe,Europe,CH,FI,CH02,1234,F,A,6,0,12,12,65,1,FL,1,1,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,ROD,Europe,Europe,CH,FI,CH02,294,NaN,A,2,7,NaN,7,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,CEG,Europe,Europe,CH,FI,CH02,2872,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,GODA,Europe,Europe,CH,FI,CH02,3160,F,A,5,17,18,35,44,1,FR,1,NaN,3,NaN,N,H,NaN,1,0,0
2006,2006summer,GAP,Europe,Europe,CH,FI,CH02,2386,F,A,6,17,NaN,17,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RRW,NorthAmerica,Europe,CH,FI,CH02,1625,F,A,5,12,NaN,12,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,FI,CH02,1073,F,A,2,0,16,16,51,1,FR,1,2,1,NaN,N,H,NaN,3,0,0
2006,2006summer,CEG,Europe,Europe,CH,FI,CH02,2844,NaN,A,1,0,8,8,18,1,B,1,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,FI,CH02,18,F,A,2,0,32,32,97,2,FR,1,NaN,3,3,Y,H,NaN,0,0,1
2006,2006summer,PDRV,NorthAmerica,Europe,CH,FI,CH02,2178,F,A,2,1,24,25,41,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,CEG,Europe,Europe,CH,FI,CH02,2839,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,RVVW,NorthAmerica,Europe,CH,FI,CH02,2048,F,A,3,6,30,36,90,2,FL,1,1,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,CRE2,Europe,Europe,CH,FI,CH02,1327,NaN,A,2,0,19,19,46,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,1,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,FI,CH02,33,M,A,2,0,12,12,53,1,FL,1,3,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,FI,CH02,775,F,A,5,4,18,22,64,1,FR,1,NaN,3,NaN,N,H,NaN,0,0,0
2006,2006summer,BER,Europe,Europe,CH,FI,CH02,1312,M,A,5,0,2,2,15,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,1,0
2006,2006summer,PRT,Europe,Europe,CH,FI,CH02,235,NaN,A,3,1,12,13,31,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PDRV,NorthAmerica,Europe,CH,FI,CH02,2323,NaN,A,5,2,24,26,75,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,BZE,Europe,Europe,CH,FI,CH02,2478,F,A,5,0,22,22,51,1,FR,1,NaN,3,NaN,N,H,NaN,1,0,0
2006,2006summer,CRE2,Europe,Europe,CH,FI,CH02,1730,F,A,5,0,24,24,70,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RVVW,NorthAmerica,Europe,CH,FI,CH02,2356,F,A,2,0,44,44,56,1,FR,1,NaN,3,3,Y,H,NaN,1,0,1
2006,2006summer,BZE,Europe,Europe,CH,FI,CH02,1142,NaN,A,2,11,NaN,11,NaN,NaN,V,2,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2006,2006summer,RRW,NorthAmerica,Europe,CH,FI,CH02,2579,M,A,3,0,28,28,74,2,FL,1,1,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,RRW,NorthAmerica,Europe,CH,FI,CH02,978,F,A,3,0,42,42,93,2,FL,1,0,NaN,NaN,NaN,H,NaN,1,1,0
2006,2006summer,SVL1,Europe,Europe,CH,FI,CH02,1687,F,A,5,0,24,24,70,1,FR,1,NaN,2,2,Y,H,NaN,1,0,1
2006,2006summer,GAP,Europe,Europe,CH,FI,CH02,447,NaN,A,6,9,NaN,9,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,OSE1,Europe,Europe,CH,CN,CH03,1594,NaN,A,2,3,18,21,47,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,BER,Europe,Europe,CH,CN,CH03,2569,M,A,7,9,NaN,9,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PRT,Europe,Europe,CH,CN,CH03,1930,M,A,2,2,28,30,74,1,FL,1,1,NaN,NaN,NaN,H,NaN,2,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,CN,CH03,1379,F,A,2,6,28,34,124,2,FR,1,NaN,3,NaN,N,H,NaN,1,0,0
2006,2006summer,JHN,NorthAmerica,Europe,CH,CN,CH03,1830,NaN,A,2,19,NaN,19,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,CN,CH03,1097,F,A,5,20,NaN,20,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,CN,CH03,188,M,A,3,7,26,33,62,2,FL,1,1,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,JHN,NorthAmerica,Europe,CH,CN,CH03,275,NaN,A,2,0,12,12,49,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,JHN,NorthAmerica,Europe,CH,CN,CH03,262,F,A,3,0,18,18,54,1,FR,1,NaN,1,NaN,N,H,NaN,1,0,0
2006,2006summer,VES,Europe,Europe,CH,CN,CH03,1360,M,A,2,0,14,14,46,1,FL,1,0,NaN,NaN,NaN,H,NaN,2,1,0
2006,2006summer,JNS,NorthAmerica,Europe,CH,CN,CH03,256,F,A,2,0,18,18,73,1,FR,1,NaN,2,NaN,N,H,NaN,1,0,0
2006,2006summer,SVL1,Europe,Europe,CH,CN,CH03,2567,NaN,A,3,20,NaN,20,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,CN,CH03,1375,M,A,4,12,18,30,29,2,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,KIS,Europe,Europe,CH,CN,CH03,1006,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,OSE1,Europe,Europe,CH,CN,CH03,1762,NaN,A,3,13,NaN,13,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,VES,Europe,Europe,CH,CN,CH03,637,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,2006summer,ROD,Europe,Europe,CH,CN,CH03,610,NaN,A,5,17,NaN,17,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,CN,CH03,306,NaN,A,2,21,10,31,30,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,CN,CH03,117,M,A,3,0,19,19,55,1,FL,1,0,NaN,NaN,NaN,H,NaN,2,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,CN,CH03,384,M,A,5,8,16,24,69,1,FL,1,3,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,CN,CH03,107,M,A,3,20,NaN,20,NaN,NaN,V,2,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,CN,CH03,848,NaN,A,2,16,NaN,16,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,CN,CH03,594,M,A,2,0,20,20,63,2,FL,1,2,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PRG,Europe,Europe,CH,CN,CH03,1566,NaN,A,3,14,NaN,14,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,CN,CH03,2321,NaN,A,5,4,20,24,38,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,MAI,Europe,Europe,CH,CN,CH03,408,M,A,5,12,NaN,12,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,CN,CH03,91,F,A,5,14,17,31,54,1,FR,1,NaN,4,NaN,N,H,NaN,2,0,0
2006,2006summer,GODA,Europe,Europe,CH,CN,CH03,1257,NaN,A,2,18,16,34,35,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,JHN,NorthAmerica,Europe,CH,FI,CH03,2093,F,A,4,2,32,34,101,2,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,MAI,Europe,Europe,CH,FI,CH03,2640,M,A,5,24,NaN,24,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2006,2006summer,SG,Europe,Europe,CH,FI,CH03,969,F,A,5,14,32,46,79,1,FL,1,1,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,FI,CH03,2277,M,A,4,21,NaN,21,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,BER,Europe,Europe,CH,FI,CH03,151,NaN,A,3,4,16,20,46,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,FI,CH03,1832,F,A,5,22,NaN,22,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,1,1,0
2006,2006summer,BER,Europe,Europe,CH,FI,CH03,2222,F,A,4,13,NaN,13,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,ROS,Europe,Europe,CH,FI,CH03,2677,NaN,A,2,6,12,18,41,1,B,1,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,FI,CH03,1049,M,A,3,0,32,32,67,1,FL,1,10,NaN,NaN,NaN,H,NaN,1,1,0
2006,2006summer,HNKS,NorthAmerica,Europe,CH,FI,CH03,168,F,A,4,12,14,26,63,1,FL,1,4,NaN,NaN,NaN,H,NaN,2,0,0
2006,2006summer,DCK,NorthAmerica,Europe,CH,FI,CH03,1368,NaN,A,2,11,NaN,11,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,FI,CH03,266,M,A,5,32,NaN,32,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,PLZ,Europe,Europe,CH,FI,CH03,2544,M,A,5,25,NaN,25,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,FI,CH03,1219,M,A,2,0,35,35,67,1,FL,1,5,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,ROD,Europe,Europe,CH,FI,CH03,36,NaN,A,6,7,NaN,7,NaN,NaN,V,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2006,2006summer,FMN,NorthAmerica,Europe,CH,FI,CH03,1374,M,A,5,16,NaN,16,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2006,2006summer,JHN,NorthAmerica,Europe,CH,FI,CH03,1064,NaN,A,2,21,NaN,21,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,2,0,0
