year,census,pop,cont_orig,cont_dest,site,treatment,block,plant_ID,sex,survival,longevity,basal_lvs,stem_lvs,total_lvs,bolt_ht,bolt_num,status,rep_spd,flwr_num,frt_num,frt_hadena,reproduced,smut,num_smutted_fl,leaf_herb,gen_ENMY,spec_ENMY
2007,2007spring,BDA,Europe,Europe,CH,CN,CH02,2208,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PDRV,NorthAmerica,Europe,CH,CN,CH02,2524,F,A,3,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,PDRV,NorthAmerica,Europe,CH,CN,CH02,2331,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,ROD,Europe,Europe,CH,CN,CH02,1785,NaN,A,6,0,NaN,0,NaN,7,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,PRG,Europe,Europe,CH,CN,CH02,1461,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PDRV,NorthAmerica,Europe,CH,CN,CH02,245,NaN,D,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PDRV,NorthAmerica,Europe,CH,CN,CH02,418,NaN,D,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,SVL1,Europe,Europe,CH,CN,CH02,1542,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,EGR,Europe,Europe,CH,CN,CH02,199,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,RRW,NorthAmerica,Europe,CH,CN,CH02,1114,F,A,4,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,RVVW,NorthAmerica,Europe,CH,FI,CH02,2586,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,CRE2,Europe,Europe,CH,FI,CH02,327,M,A,7,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,MON,Europe,Europe,CH,FI,CH02,1234,F,A,6,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,ROD,Europe,Europe,CH,FI,CH02,294,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,CEG,Europe,Europe,CH,FI,CH02,2872,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,GODA,Europe,Europe,CH,FI,CH02,3160,F,A,5,0,NaN,0,NaN,3,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,GAP,Europe,Europe,CH,FI,CH02,2386,F,A,6,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,RRW,NorthAmerica,Europe,CH,FI,CH02,1625,F,A,5,0,NaN,0,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,PDRV,NorthAmerica,Europe,CH,FI,CH02,1073,F,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,CEG,Europe,Europe,CH,FI,CH02,2844,NaN,D,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,RVVW,NorthAmerica,Europe,CH,FI,CH02,18,F,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PDRV,NorthAmerica,Europe,CH,FI,CH02,2178,F,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,CEG,Europe,Europe,CH,FI,CH02,2839,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,RVVW,NorthAmerica,Europe,CH,FI,CH02,2048,F,A,3,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,CRE2,Europe,Europe,CH,FI,CH02,1327,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PDRV,NorthAmerica,Europe,CH,FI,CH02,33,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,RVVW,NorthAmerica,Europe,CH,FI,CH02,775,F,A,5,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,BER,Europe,Europe,CH,FI,CH02,1312,M,A,5,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,PRT,Europe,Europe,CH,FI,CH02,235,NaN,A,3,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,PDRV,NorthAmerica,Europe,CH,FI,CH02,2323,NaN,A,5,0,NaN,0,NaN,4,B,1,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,BZE,Europe,Europe,CH,FI,CH02,2478,F,A,5,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,CRE2,Europe,Europe,CH,FI,CH02,1730,F,A,5,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,RVVW,NorthAmerica,Europe,CH,FI,CH02,2356,F,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,BZE,Europe,Europe,CH,FI,CH02,1142,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,RRW,NorthAmerica,Europe,CH,FI,CH02,2579,M,A,3,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,RRW,NorthAmerica,Europe,CH,FI,CH02,978,F,A,3,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,SVL1,Europe,Europe,CH,FI,CH02,1687,F,A,5,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,GAP,Europe,Europe,CH,FI,CH02,447,NaN,A,6,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,OSE1,Europe,Europe,CH,CN,CH03,1594,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,BER,Europe,Europe,CH,CN,CH03,2569,M,A,7,0,NaN,0,NaN,4,B,3,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,PRT,Europe,Europe,CH,CN,CH03,1930,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,FMN,NorthAmerica,Europe,CH,CN,CH03,1379,F,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JHN,NorthAmerica,Europe,CH,CN,CH03,1830,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,DCK,NorthAmerica,Europe,CH,CN,CH03,1097,F,A,5,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,FMN,NorthAmerica,Europe,CH,CN,CH03,188,M,A,3,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,JHN,NorthAmerica,Europe,CH,CN,CH03,275,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JHN,NorthAmerica,Europe,CH,CN,CH03,262,F,A,3,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,VES,Europe,Europe,CH,CN,CH03,1360,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JNS,NorthAmerica,Europe,CH,CN,CH03,256,F,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,SVL1,Europe,Europe,CH,CN,CH03,2567,NaN,A,3,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,DCK,NorthAmerica,Europe,CH,CN,CH03,1375,M,A,4,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,KIS,Europe,Europe,CH,CN,CH03,1006,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,OSE1,Europe,Europe,CH,CN,CH03,1762,NaN,A,3,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,VES,Europe,Europe,CH,CN,CH03,637,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,ROD,Europe,Europe,CH,CN,CH03,610,NaN,A,5,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,DCK,NorthAmerica,Europe,CH,CN,CH03,306,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,FMN,NorthAmerica,Europe,CH,CN,CH03,117,M,A,3,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,DCK,NorthAmerica,Europe,CH,CN,CH03,384,M,A,5,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,DCK,NorthAmerica,Europe,CH,CN,CH03,107,M,A,3,0,NaN,0,NaN,1,B,2,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,DCK,NorthAmerica,Europe,CH,CN,CH03,848,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,FMN,NorthAmerica,Europe,CH,CN,CH03,594,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PRG,Europe,Europe,CH,CN,CH03,1566,NaN,A,3,0,3,3,NaN,NaN,V,NaN,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,FMN,NorthAmerica,Europe,CH,CN,CH03,2321,NaN,A,5,0,NaN,0,NaN,NaN,V,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,MAI,Europe,Europe,CH,CN,CH03,408,M,A,5,0,NaN,0,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,FMN,NorthAmerica,Europe,CH,CN,CH03,91,F,A,5,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,GODA,Europe,Europe,CH,CN,CH03,1257,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JHN,NorthAmerica,Europe,CH,FI,CH03,2093,F,A,4,0,NaN,0,NaN,NaN,V,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,MAI,Europe,Europe,CH,FI,CH03,2640,M,A,5,0,NaN,0,NaN,5,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,SG,Europe,Europe,CH,FI,CH03,969,F,A,5,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,DCK,NorthAmerica,Europe,CH,FI,CH03,2277,M,A,4,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,BER,Europe,Europe,CH,FI,CH03,151,NaN,A,3,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,FMN,NorthAmerica,Europe,CH,FI,CH03,1832,F,A,5,0,NaN,0,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,BER,Europe,Europe,CH,FI,CH03,2222,F,A,4,0,NaN,0,NaN,3,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,ROS,Europe,Europe,CH,FI,CH03,2677,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,DCK,NorthAmerica,Europe,CH,FI,CH03,1049,M,A,3,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,HNKS,NorthAmerica,Europe,CH,FI,CH03,168,F,A,4,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,DCK,NorthAmerica,Europe,CH,FI,CH03,1368,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,FMN,NorthAmerica,Europe,CH,FI,CH03,266,M,A,5,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,PLZ,Europe,Europe,CH,FI,CH03,2544,M,A,5,0,NaN,0,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,FMN,NorthAmerica,Europe,CH,FI,CH03,1219,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,ROD,Europe,Europe,CH,FI,CH03,36,NaN,A,6,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,FMN,NorthAmerica,Europe,CH,FI,CH03,1374,M,A,5,0,4,4,NaN,NaN,V,4,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,JHN,NorthAmerica,Europe,CH,FI,CH03,1064,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,FMN,NorthAmerica,Europe,CH,FI,CH03,2004,M,A,5,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,RUZ,Europe,Europe,CH,FI,CH03,3152,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JHN,NorthAmerica,Europe,CH,FI,CH03,1829,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,DK5,Europe,Europe,CH,FI,CH03,1063,NaN,A,3,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,KIS,Europe,Europe,CH,FI,CH03,20,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,DK7,Europe,Europe,CH,FI,CH03,2972,F,A,4,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,PLZ,Europe,Europe,CH,FI,CH03,1865,M,A,5,0,NaN,0,NaN,3,B,3,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,BER,Europe,Europe,CH,FI,CH03,2224,NaN,A,3,0,NaN,0,NaN,7,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,DCK,NorthAmerica,Europe,CH,FI,CH03,2180,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PRG,Europe,Europe,CH,FI,CH03,1763,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,DCK,NorthAmerica,Europe,CH,FI,CH03,703,F,A,3,0,NaN,0,NaN,NaN,V,1,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,DK7,Europe,Europe,CH,CN,CH04,3019,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,CEG,Europe,Europe,CH,CN,CH04,2871,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,LAU,Europe,Europe,CH,CN,CH04,2702,NaN,D,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,WHS,NorthAmerica,Europe,CH,CN,CH04,1595,F,A,3,0,NaN,0,NaN,NaN,V,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,PJA,Europe,Europe,CH,CN,CH04,2760,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PJA,Europe,Europe,CH,CN,CH04,2752,M,A,6,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,WHS,NorthAmerica,Europe,CH,CN,CH04,313,F,A,3,0,NaN,0,NaN,NaN,V,1,NaN,NaN,NaN,NaN,H,NaN,3,0,0
2007,2007spring,CDR,Europe,Europe,CH,CN,CH04,2157,F,A,5,0,NaN,0,NaN,1,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,JNS,NorthAmerica,Europe,CH,CN,CH04,807,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,ROS,Europe,Europe,CH,CN,CH04,2211,F,A,7,0,NaN,0,NaN,2,B,2,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,WHS,NorthAmerica,Europe,CH,CN,CH04,668,F,A,5,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,GAP,Europe,Europe,CH,CN,CH04,1164,M,A,5,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,WHS,NorthAmerica,Europe,CH,CN,CH04,2472,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,OSE1,Europe,Europe,CH,CN,CH04,216,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,EGR,Europe,Europe,CH,CN,CH04,2511,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,ROS,Europe,Europe,CH,CN,CH04,2683,M,A,5,0,NaN,0,NaN,NaN,V,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,RUZ,Europe,Europe,CH,CN,CH04,3158,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,CEG,Europe,Europe,CH,CN,CH04,2854,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JHN,NorthAmerica,Europe,CH,CN,CH04,426,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,ZAG,Europe,Europe,CH,CN,CH04,702,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,WHS,NorthAmerica,Europe,CH,CN,CH04,1101,M,A,4,0,NaN,0,NaN,NaN,V,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,PRG,Europe,Europe,CH,CN,CH04,219,NaN,A,5,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,BDA,Europe,Europe,CH,CN,CH04,1250,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PJA,Europe,Europe,CH,CN,CH04,2750,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,WHS,NorthAmerica,Europe,CH,CN,CH04,1654,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JHN,NorthAmerica,Europe,CH,CN,CH04,2238,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JNS,NorthAmerica,Europe,CH,CN,CH04,1809,F,A,5,0,NaN,0,NaN,NaN,V,1,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,JHN,NorthAmerica,Europe,CH,CN,CH04,2205,NaN,A,5,NaN,NaN,NaN,NaN,NaN,B,2,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,CEG,Europe,Europe,CH,FI,CH04,2870,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JNS,NorthAmerica,Europe,CH,FI,CH04,742,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,PLZ,Europe,Europe,CH,FI,CH04,289,NaN,A,3,0,NaN,0,NaN,1,B,3,NaN,NaN,NaN,NaN,H,NaN,2,0,0
2007,2007spring,GAP,Europe,Europe,CH,FI,CH04,906,M,A,5,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,CRE2,Europe,Europe,CH,FI,CH04,2071,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,DK5,Europe,Europe,CH,FI,CH04,1932,F,A,5,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,1,0,0
2007,2007spring,MON,Europe,Europe,CH,FI,CH04,2018,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,UNILL,Europe,Europe,CH,FI,CH04,2806,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,LAU,Europe,Europe,CH,FI,CH04,2690,M,A,6,0,NaN,0,NaN,2,B,3,NaN,NaN,NaN,NaN,H,NaN,0,0,0
2007,2007spring,BER,Europe,Europe,CH,FI,CH04,658,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,RUZ,Europe,Europe,CH,FI,CH04,2068,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,HNKS,NorthAmerica,Europe,CH,FI,CH04,3090,F,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JHN,NorthAmerica,Europe,CH,FI,CH04,2063,NaN,D,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JHN,NorthAmerica,Europe,CH,FI,CH04,1660,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,WHS,NorthAmerica,Europe,CH,FI,CH04,1754,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,WHS,NorthAmerica,Europe,CH,FI,CH04,1088,M,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,VES,Europe,Europe,CH,FI,CH04,2560,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,DK5,Europe,Europe,CH,FI,CH04,1694,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,JNS,NorthAmerica,Europe,CH,FI,CH04,1952,NaN,D,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,WHS,NorthAmerica,Europe,CH,FI,CH04,334,NaN,D,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2007spring,BZE,Europe,Europe,CH,FI,CH04,3,M,A,3,0,NaN,0,NaN,2,B,1,NaN,NaN,NaN,NaN,H,NaN,1,0,0
