plant_ID,ID,sire,dam,subpop,sire.pop,dam.pop,Structure_region
1593,832,63,64,32,3,3,3
1161,833,63,64,32,3,3,3
1681,834,63,64,32,3,3,3
1761,835,63,64,32,3,3,3
355,836,63,64,32,3,3,3
590,837,63,64,32,3,3,3
1422,838,63,64,32,3,3,3
1628,839,63,64,32,3,3,3
1032,840,65,66,33,1,1,1
1876,841,65,66,33,1,1,1
608,842,65,66,33,1,1,1
819,843,65,66,33,1,1,1
877,844,65,66,33,1,1,1
723,845,65,66,33,1,1,1
555,846,65,66,33,1,1,1
1452,847,65,66,33,1,1,1
689,848,65,66,33,1,1,1
971,849,65,66,33,1,1,1
2618,850,65,66,33,1,1,1
1725,851,65,66,33,1,1,1
33,852,67,68,34,5,5,5
2022,853,67,68,34,5,5,5
1478,854,67,68,34,5,5,5
3026,855,67,68,34,5,5,5
1797,856,67,68,34,5,5,5
516,857,67,68,34,5,5,5
1282,858,67,68,34,5,5,5
3024,859,67,68,34,5,5,5
182,860,67,68,34,5,5,5
1108,861,67,68,34,5,5,5
1946,862,67,68,34,5,5,5
681,863,67,68,34,5,5,5
1073,864,67,68,34,5,5,5
2178,865,67,68,34,5,5,5
1782,866,67,68,34,5,5,5
1060,867,67,68,34,5,5,5
1570,868,67,68,34,5,5,5
3022,869,67,68,34,5,5,5
1985,870,67,68,34,5,5,5
1438,871,67,68,34,5,5,5
1076,872,67,68,34,5,5,5
3025,873,67,68,34,5,5,5
1465,874,67,68,34,5,5,5
1085,875,67,68,34,5,5,5
1426,876,67,68,34,5,5,5
3023,877,67,68,34,5,5,5
2757,878,69,70,35,2,2,2
2768,879,69,70,35,2,2,2
2737,880,69,70,35,2,2,2
2735,881,69,70,35,2,2,2
2752,882,69,70,35,2,2,2
2764,883,69,70,35,2,2,2
2766,884,69,70,35,2,2,2
2754,885,69,70,35,2,2,2
2769,886,69,70,35,2,2,2
2743,887,69,70,35,2,2,2
2742,888,69,70,35,2,2,2
2732,889,69,70,35,2,2,2
2738,890,69,70,35,2,2,2
2733,891,69,70,35,2,2,2
2758,892,69,70,35,2,2,2
2747,893,69,70,35,2,2,2
2765,894,69,70,35,2,2,2
2751,895,69,70,35,2,2,2
2759,896,69,70,35,2,2,2
2755,897,69,70,35,2,2,2
2746,898,69,70,35,2,2,2
2741,899,69,70,35,2,2,2
1834,900,71,72,36,2,2,2
2544,901,71,72,36,2,2,2
1865,902,71,72,36,2,2,2
1840,903,71,72,36,2,2,2
2476,904,71,72,36,2,2,2
2162,905,71,72,36,2,2,2
332,906,71,72,36,2,2,2
1790,907,71,72,36,2,2,2
1574,908,71,72,36,2,2,2
1624,909,71,72,36,2,2,2
2605,910,71,72,36,2,2,2
370,911,71,72,36,2,2,2
2183,912,71,72,36,2,2,2
2348,913,71,72,36,2,2,2
2369,914,71,72,36,2,2,2
229,915,71,72,36,2,2,2
1622,916,71,72,36,2,2,2
2127,917,71,72,36,2,2,2
547,918,71,72,36,2,2,2
2479,919,71,72,36,2,2,2
1162,920,71,72,36,2,2,2
945,921,71,72,36,2,2,2
248,922,71,72,36,2,2,2
2368,923,71,72,36,2,2,2
773,924,73,74,37,2,2,2
301,925,73,74,37,2,2,2
387,926,73,74,37,2,2,2
231,927,73,74,37,2,2,2
2161,928,73,74,37,2,2,2
1837,929,73,74,37,2,2,2
35,930,73,74,37,2,2,2
2418,931,73,74,37,2,2,2
56,932,73,74,37,2,2,2
1898,933,73,74,37,2,2,2
2045,934,73,74,37,2,2,2
2003,935,73,74,37,2,2,2
1485,936,73,74,37,2,2,2
2287,937,73,74,37,2,2,2
2133,938,73,74,37,2,2,2
1171,939,73,74,37,2,2,2
2430,940,73,74,37,2,2,2
123,941,73,74,37,2,2,2
272,942,73,74,37,2,2,2
1579,943,73,74,37,2,2,2
904,944,73,74,37,2,2,2
526,945,73,74,37,2,2,2
1930,946,75,76,38,1,1,1
329,947,75,76,38,1,1,1
524,948,75,76,38,1,1,1
375,949,75,76,38,1,1,1
910,950,75,76,38,1,1,1
419,951,75,76,38,1,1,1
1984,952,75,76,38,1,1,1
315,953,75,76,38,1,1,1
2270,954,75,76,38,1,1,1
1270,955,77,78,39,3,3,3
2253,956,77,78,39,3,3,3
497,957,77,78,39,3,3,3
383,958,77,78,39,3,3,3
1710,959,77,78,39,3,3,3
373,960,77,78,39,3,3,3
2562,961,77,78,39,3,3,3
1497,962,77,78,39,3,3,3
2303,963,77,78,39,3,3,3
1928,964,77,78,39,3,3,3
1334,965,77,78,39,3,3,3
1616,966,77,78,39,3,3,3
93,967,77,78,39,3,3,3
1799,968,77,78,39,3,3,3
1823,969,77,78,39,3,3,3
974,970,77,78,39,3,3,3
1051,971,77,78,39,3,3,3
2329,972,77,78,39,3,3,3
1517,973,77,78,39,3,3,3
936,974,77,78,39,3,3,3
2475,975,77,78,39,3,3,3
1293,976,77,78,39,3,3,3
2125,977,77,78,39,3,3,3
629,978,77,78,39,3,3,3
888,979,77,78,39,3,3,3
781,980,77,78,39,3,3,3
989,981,79,80,40,3,3,3
1933,982,79,80,40,3,3,3
2514,983,79,80,40,3,3,3
2142,984,79,80,40,3,3,3
47,985,79,80,40,3,3,3
1548,986,79,80,40,3,3,3
2113,987,79,80,40,3,3,3
2513,988,79,80,40,3,3,3
2355,989,79,80,40,3,3,3
1927,990,79,80,40,3,3,3
1922,991,79,80,40,3,3,3
1249,992,79,80,40,3,3,3
242,993,79,80,40,3,3,3
758,994,79,80,40,3,3,3
1968,995,79,80,40,3,3,3
2144,996,79,80,40,3,3,3
951,997,79,80,40,3,3,3
2015,998,79,80,40,3,3,3
115,999,79,80,40,3,3,3
432,1000,79,80,40,3,3,3
1759,1001,79,80,40,3,3,3
1807,1002,79,80,40,3,3,3
2138,1003,79,80,40,3,3,3
1239,1004,79,80,40,3,3,3
808,1005,81,82,41,4,4,4
1153,1006,81,82,41,4,4,4
1286,1007,81,82,41,4,4,4
2576,1008,81,82,41,4,4,4
2482,1009,81,82,41,4,4,4
2088,1010,81,82,41,4,4,4
2024,1011,81,82,41,4,4,4
194,1012,81,82,41,4,4,4
683,1013,81,82,41,4,4,4
1682,1014,81,82,41,4,4,4
2461,1015,81,82,41,4,4,4
759,1016,81,82,41,4,4,4
1511,1017,81,82,41,4,4,4
1636,1018,81,82,41,4,4,4
2215,1019,81,82,41,4,4,4
2274,1020,81,82,41,4,4,4
1846,1021,81,82,41,4,4,4
1476,1022,81,82,41,4,4,4
2151,1023,81,82,41,4,4,4
894,1024,81,82,41,4,4,4
986,1025,81,82,41,4,4,4
573,1026,81,82,41,4,4,4
1472,1027,81,82,41,4,4,4
271,1028,81,82,41,4,4,4
766,1029,81,82,41,4,4,4
879,1030,81,82,41,4,4,4
1136,1031,81,82,41,4,4,4
450,1032,81,82,41,4,4,4
1210,1033,83,84,42,1,1,1
2055,1034,83,84,42,1,1,1
569,1035,83,84,42,1,1,1
150,1036,83,84,42,1,1,1
28,1037,83,84,42,1,1,1
377,1038,83,84,42,1,1,1
1185,1039,83,84,42,1,1,1
534,1040,83,84,42,1,1,1
496,1041,83,84,42,1,1,1
2164,1042,83,84,42,1,1,1
1487,1043,83,84,42,1,1,1
958,1044,83,84,42,1,1,1
603,1045,83,84,42,1,1,1
2670,1046,85,86,43,1,1,1
3150,1047,85,86,43,1,1,1
2683,1048,85,86,43,1,1,1
2299,1049,85,86,43,1,1,1
1141,1050,85,86,43,1,1,1
1071,1051,85,86,43,1,1,1
774,1052,85,86,43,1,1,1
1851,1053,85,86,43,1,1,1
197,1054,85,86,43,1,1,1
1802,1055,85,86,43,1,1,1
449,1056,85,86,43,1,1,1
2675,1057,85,86,43,1,1,1
143,1058,85,86,43,1,1,1
799,1059,85,86,43,1,1,1
903,1060,85,86,43,1,1,1
2402,1061,85,86,43,1,1,1
2676,1062,85,86,43,1,1,1
2682,1063,85,86,43,1,1,1
2211,1064,85,86,43,1,1,1
1211,1065,85,86,43,1,1,1
586,1066,85,86,43,1,1,1
2679,1067,85,86,43,1,1,1
2678,1068,85,86,43,1,1,1
560,1069,85,86,43,1,1,1
2491,1070,85,86,43,1,1,1
673,1071,85,86,43,1,1,1
2579,1072,87,88,44,5,5,5
660,1073,87,88,44,5,5,5
1307,1074,87,88,44,5,5,5
1745,1075,87,88,44,5,5,5
540,1076,87,88,44,5,5,5
1020,1077,87,88,44,5,5,5
264,1078,87,88,44,5,5,5
1048,1079,87,88,44,5,5,5
846,1080,87,88,44,5,5,5
978,1081,87,88,44,5,5,5
1114,1082,87,88,44,5,5,5
2066,1083,87,88,44,5,5,5
682,1084,87,88,44,5,5,5
1558,1085,87,88,44,5,5,5
1637,1086,87,88,44,5,5,5
1625,1087,87,88,44,5,5,5
2523,1088,87,88,44,5,5,5
1284,1089,87,88,44,5,5,5
521,1090,87,88,44,5,5,5
344,1091,87,88,44,5,5,5
1041,1092,87,88,44,5,5,5
297,1093,87,88,44,5,5,5
1711,1094,87,88,44,5,5,5
1420,1095,87,88,44,5,5,5
85,1096,87,88,44,5,5,5
2564,1097,87,88,44,5,5,5
656,1098,87,88,44,5,5,5
2608,1099,87,88,44,5,5,5
1651,1100,87,88,44,5,5,5
1524,1101,87,88,44,5,5,5
2278,1102,87,88,44,5,5,5
630,1103,87,88,44,5,5,5
1879,1104,87,88,44,5,5,5
3151,1105,89,90,45,1,1,1
1403,1106,89,90,45,1,1,1
3157,1107,89,90,45,1,1,1
918,1108,89,90,45,1,1,1
1784,1109,89,90,45,1,1,1
362,1110,89,90,45,1,1,1
1758,1111,89,90,45,1,1,1
768,1112,89,90,45,1,1,1
706,1113,89,90,45,1,1,1
1308,1114,89,90,45,1,1,1
1168,1115,89,90,45,1,1,1
1923,1116,89,90,45,1,1,1
1906,1117,89,90,45,1,1,1
1390,1118,89,90,45,1,1,1
1504,1119,89,90,45,1,1,1
1945,1120,89,90,45,1,1,1
3155,1121,89,90,45,1,1,1
1012,1122,89,90,45,1,1,1
207,1123,89,90,45,1,1,1
2364,1124,89,90,45,1,1,1
3154,1125,89,90,45,1,1,1
602,1126,89,90,45,1,1,1
1170,1127,89,90,45,1,1,1
2373,1128,89,90,45,1,1,1
1822,1129,89,90,45,1,1,1
51,1130,89,90,45,1,1,1
2607,1131,89,90,45,1,1,1
1907,1132,89,90,45,1,1,1
836,1133,89,90,45,1,1,1
2265,1134,89,90,45,1,1,1
1175,1135,89,90,45,1,1,1
2119,1136,89,90,45,1,1,1
333,1137,89,90,45,1,1,1
1191,1138,89,90,45,1,1,1
2531,1139,91,92,46,5,5,5
2586,1140,91,92,46,5,5,5
1842,1141,91,92,46,5,5,5
2452,1142,91,92,46,5,5,5
1491,1143,91,92,46,5,5,5
1172,1144,91,92,46,5,5,5
1929,1145,91,92,46,5,5,5
980,1146,91,92,46,5,5,5
1019,1147,91,92,46,5,5,5
2533,1148,91,92,46,5,5,5
2325,1149,91,92,46,5,5,5
18,1150,91,92,46,5,5,5
2356,1151,91,92,46,5,5,5
2042,1152,91,92,46,5,5,5
2048,1153,91,92,46,5,5,5
401,1154,91,92,46,5,5,5
2380,1155,91,92,46,5,5,5
775,1156,91,92,46,5,5,5
638,1157,91,92,46,5,5,5
1226,1158,91,92,46,5,5,5
1750,1159,91,92,46,5,5,5
1002,1160,91,92,46,5,5,5
2148,1161,91,92,46,5,5,5
1167,1162,91,92,46,5,5,5
570,1163,93,94,47,1,1,1
186,1164,93,94,47,1,1,1
2591,1165,93,94,47,1,1,1
2578,1166,93,94,47,1,1,1
173,1167,93,94,47,1,1,1
662,1168,93,94,47,1,1,1
1030,1169,93,94,47,1,1,1
475,1170,93,94,47,1,1,1
1675,1171,95,96,48,5,5,5
532,1172,95,96,48,5,5,5
1872,1173,95,96,48,5,5,5
2064,1174,95,96,48,5,5,5
830,1175,95,96,48,5,5,5
2129,1176,95,96,48,5,5,5
1229,1177,95,96,48,5,5,5
1245,1178,95,96,48,5,5,5
1582,1179,95,96,48,5,5,5
1992,1180,95,96,48,5,5,5
2358,1181,95,96,48,5,5,5
1383,1182,95,96,48,5,5,5
390,1183,95,96,48,5,5,5
882,1184,95,96,48,5,5,5
53,1185,95,96,48,5,5,5
470,1186,95,96,48,5,5,5
372,1187,95,96,48,5,5,5
1718,1188,95,96,48,5,5,5
64,1189,95,96,48,5,5,5
1810,1190,95,96,48,5,5,5
14,1191,95,96,48,5,5,5
410,1192,95,96,48,5,5,5
977,1193,95,96,48,5,5,5
915,1194,95,96,48,5,5,5
1221,1195,97,98,49,5,5,5
735,1196,97,98,49,5,5,5
1410,1197,97,98,49,5,5,5
1897,1198,97,98,49,5,5,5
1169,1199,97,98,49,5,5,5
2252,1200,97,98,49,5,5,5
238,1201,97,98,49,5,5,5
598,1202,97,98,49,5,5,5
2070,1203,97,98,49,5,5,5
2231,1204,97,98,49,5,5,5
136,1205,97,98,49,5,5,5
331,1206,97,98,49,5,5,5
956,1207,97,98,49,5,5,5
2213,1208,97,98,49,5,5,5
789,1209,97,98,49,5,5,5
378,1210,97,98,49,5,5,5
837,1211,97,98,49,5,5,5
522,1212,99,100,50,3,3,3
1860,1213,99,100,50,3,3,3
2444,1214,99,100,50,3,3,3
2009,1215,99,100,50,3,3,3
619,1216,99,100,50,3,3,3
861,1217,99,100,50,3,3,3
224,1218,99,100,50,3,3,3
285,1219,99,100,50,3,3,3
2272,1220,99,100,50,3,3,3
2083,1221,99,100,50,3,3,3
2623,1222,99,100,50,3,3,3
260,1223,99,100,50,3,3,3
480,1224,99,100,50,3,3,3
2637,1225,99,100,50,3,3,3
1587,1226,99,100,50,3,3,3
1214,1227,99,100,50,3,3,3
628,1228,99,100,50,3,3,3
762,1229,99,100,50,3,3,3
998,1230,99,100,50,3,3,3
164,1231,99,100,50,3,3,3
1816,1232,99,100,50,3,3,3
2549,1233,99,100,50,3,3,3
1236,1234,99,100,50,3,3,3
1111,1235,101,102,51,1,1,1
2315,1236,101,102,51,1,1,1
794,1237,101,102,51,1,1,1
1722,1238,101,102,51,1,1,1
2154,1239,101,102,51,1,1,1
172,1240,101,102,51,1,1,1
2200,1241,101,102,51,1,1,1
2169,1242,101,102,51,1,1,1
1543,1243,101,102,51,1,1,1
969,1244,101,102,51,1,1,1
1331,1245,101,102,51,1,1,1
991,1246,101,102,51,1,1,1
368,1247,101,102,51,1,1,1
2176,1248,101,102,51,1,1,1
1207,1249,101,102,51,1,1,1
2075,1250,101,102,51,1,1,1
1647,1251,101,102,51,1,1,1
296,1252,101,102,51,1,1,1
1653,1253,101,102,51,1,1,1
2158,1254,101,102,51,1,1,1
2217,1255,101,102,51,1,1,1
1188,1256,101,102,51,1,1,1
994,1257,101,102,51,1,1,1
482,1258,101,102,51,1,1,1
2552,1259,101,102,51,1,1,1
1870,1260,101,102,51,1,1,1
871,1261,101,102,51,1,1,1
15,1262,101,102,51,1,1,1
1080,1263,101,102,51,1,1,1
3116,1264,103,104,52,?,?,?
3119,1265,103,104,52,?,?,?
3099,1266,103,104,52,?,?,?
3101,1267,103,104,52,?,?,?
3110,1268,103,104,52,?,?,?
3109,1269,103,104,52,?,?,?
3126,1270,103,104,52,?,?,?
3125,1271,103,104,52,?,?,?
3130,1272,103,104,52,?,?,?
3147,1273,105,106,53,1,1,1
1966,1274,105,106,53,1,1,1
1844,1275,105,106,53,1,1,1
1658,1276,105,106,53,1,1,1
3149,1277,105,106,53,1,1,1
525,1278,105,106,53,1,1,1
1345,1279,105,106,53,1,1,1
320,1280,105,106,53,1,1,1
659,1281,105,106,53,1,1,1
3144,1282,105,106,53,1,1,1
212,1283,105,106,53,1,1,1
943,1284,105,106,53,1,1,1
1227,1285,105,106,53,1,1,1
1086,1286,105,106,53,1,1,1
823,1287,105,106,53,1,1,1
1729,1288,105,106,53,1,1,1
131,1289,105,106,53,1,1,1
1978,1290,105,106,53,1,1,1
2229,1291,105,106,53,1,1,1
537,1292,105,106,53,1,1,1
1150,1293,105,106,53,1,1,1
1306,1294,105,106,53,1,1,1
1204,1295,105,106,53,1,1,1
1468,1296,105,106,53,1,1,1
1392,1297,105,106,53,1,1,1
1266,1298,105,106,53,1,1,1
653,1299,105,106,53,1,1,1
676,1300,105,106,53,1,1,1
2501,1301,105,106,53,1,1,1
1780,1302,105,106,53,1,1,1
697,1303,105,106,53,1,1,1
385,1304,107,108,54,2,2,2
1454,1305,107,108,54,2,2,2
1904,1306,107,108,54,2,2,2
2058,1307,107,108,54,2,2,2
1212,1308,107,108,54,2,2,2
2606,1309,107,108,54,2,2,2
102,1310,107,108,54,2,2,2
709,1311,107,108,54,2,2,2
1177,1312,107,108,54,2,2,2
1415,1313,107,108,54,2,2,2
884,1314,107,108,54,2,2,2
169,1315,107,108,54,2,2,2
2433,1316,107,108,54,2,2,2
1110,1317,107,108,54,2,2,2
1021,1318,107,108,54,2,2,2
1115,1319,107,108,54,2,2,2
1244,1320,107,108,54,2,2,2
1369,1321,107,108,54,2,2,2
1687,1322,107,108,54,2,2,2
284,1323,107,108,54,2,2,2
1643,1324,107,108,54,2,2,2
2634,1325,107,108,54,2,2,2
1358,1326,107,108,54,2,2,2
1338,1327,107,108,54,2,2,2
1384,1328,107,108,54,2,2,2
1044,1329,107,108,54,2,2,2
2074,1330,107,108,54,2,2,2
441,1331,107,108,54,2,2,2
2095,1332,107,108,54,2,2,2
1565,1333,107,108,54,2,2,2
1912,1334,107,108,54,2,2,2
1530,1335,107,108,54,2,2,2
2820,1336,109,110,55,1,1,1
2827,1337,109,110,55,1,1,1
2789,1338,109,110,55,1,1,1
2795,1339,109,110,55,1,1,1
2785,1340,109,110,55,1,1,1
2803,1341,109,110,55,1,1,1
2793,1342,109,110,55,1,1,1
2808,1343,109,110,55,1,1,1
2823,1344,109,110,55,1,1,1
2807,1345,109,110,55,1,1,1
2815,1346,109,110,55,1,1,1
2814,1347,109,110,55,1,1,1
2805,1348,109,110,55,1,1,1
2784,1349,109,110,55,1,1,1
2821,1350,109,110,55,1,1,1
2819,1351,109,110,55,1,1,1
2812,1352,109,110,55,1,1,1
2797,1353,109,110,55,1,1,1
2810,1354,109,110,55,1,1,1
2787,1355,109,110,55,1,1,1
2780,1356,109,110,55,1,1,1
2817,1357,109,110,55,1,1,1
2794,1358,109,110,55,1,1,1
2781,1359,109,110,55,1,1,1
1360,1360,111,112,56,?,?,?
2589,1361,111,112,56,?,?,?
1847,1362,111,112,56,?,?,?
722,1363,111,112,56,?,?,?
1092,1364,111,112,56,?,?,?
826,1365,111,112,56,?,?,?
2614,1366,111,112,56,?,?,?
912,1367,111,112,56,?,?,?
39,1368,111,112,56,?,?,?
2189,1369,111,112,56,?,?,?
1143,1370,111,112,56,?,?,?
589,1371,111,112,56,?,?,?
2302,1372,111,112,56,?,?,?
2149,1373,111,112,56,?,?,?
2050,1374,111,112,56,?,?,?
572,1375,111,112,56,?,?,?
68,1376,111,112,56,?,?,?
597,1377,111,112,56,?,?,?
2002,1378,111,112,56,?,?,?
2389,1379,111,112,56,?,?,?
963,1380,111,112,56,?,?,?
1385,1381,111,112,56,?,?,?
1724,1382,111,112,56,?,?,?
1209,1383,111,112,56,?,?,?
1554,1384,111,112,56,?,?,?
361,1385,111,112,56,?,?,?
1055,1386,111,112,56,?,?,?
1859,1387,111,112,56,?,?,?
402,1388,111,112,56,?,?,?
979,1389,113,114,57,4,4,4
866,1390,113,114,57,4,4,4
2632,1391,113,114,57,4,4,4
2624,1392,113,114,57,4,4,4
1008,1393,113,114,57,4,4,4
1673,1394,113,114,57,4,4,4
2486,1395,113,114,57,4,4,4
2532,1396,113,114,57,4,4,4
1180,1397,113,114,57,4,4,4
1058,1398,113,114,57,4,4,4
1744,1399,113,114,57,4,4,4
1556,1400,113,114,57,4,4,4
865,1401,113,114,57,4,4,4
692,1402,113,114,57,4,4,4
2595,1403,113,114,57,4,4,4
1506,1404,113,114,57,4,4,4
78,1405,113,114,57,4,4,4
2337,1406,113,114,57,4,4,4
2508,1407,113,114,57,4,4,4
376,1408,113,114,57,4,4,4
106,1409,113,114,57,4,4,4
2473,1410,113,114,57,4,4,4
1663,1411,113,114,57,4,4,4
73,1412,113,114,57,4,4,4
1335,1413,113,114,57,4,4,4
1088,1414,115,116,58,4,4,4
517,1415,115,116,58,4,4,4
217,1416,115,116,58,4,4,4
1101,1417,115,116,58,4,4,4
1291,1418,115,116,58,4,4,4
1179,1419,115,116,58,4,4,4
2483,1420,115,116,58,4,4,4
146,1421,115,116,58,4,4,4
2361,1422,115,116,58,4,4,4
764,1423,115,116,58,4,4,4
738,1424,115,116,58,4,4,4
1712,1425,115,116,58,4,4,4
1563,1426,115,116,58,4,4,4
1595,1427,115,116,58,4,4,4
313,1428,115,116,58,4,4,4
1866,1429,115,116,58,4,4,4
668,1430,115,116,58,4,4,4
1996,1431,115,116,58,4,4,4
462,1432,115,116,58,4,4,4
2553,1433,115,116,58,4,4,4
1090,1434,115,116,58,4,4,4
159,1435,115,116,58,4,4,4
1766,1436,115,116,58,4,4,4
246,1437,115,116,58,4,4,4
1634,1438,117,118,59,2,2,2
1720,1439,117,118,59,2,2,2
116,1440,117,118,59,2,2,2
883,1441,117,118,59,2,2,2
669,1442,117,118,59,2,2,2
2060,1443,117,118,59,2,2,2
279,1444,117,118,59,2,2,2
2504,1445,117,118,59,2,2,2
1043,1446,117,118,59,2,2,2
725,1447,117,118,59,2,2,2
118,1448,117,118,59,2,2,2
69,1449,117,118,59,2,2,2
1857,1450,117,118,59,2,2,2
1463,1451,117,118,59,2,2,2
2107,1452,117,118,59,2,2,2
2487,1453,117,118,59,2,2,2
1820,1454,117,118,59,2,2,2
2515,1455,117,118,59,2,2,2
122,1456,117,118,59,2,2,2
1376,1457,117,118,59,2,2,2
1395,1458,117,118,59,2,2,2
1448,1459,117,118,59,2,2,2
